resource_id,site_id,type,plan,range,name,address,latitude,longitude
2,5,1,50,400,우리빌남현,"서울특별시 관악구 남부순환로256길 13-11",37.4752007000,126.9725256000
2,5,1,50,400,윈코오피스텔,"서울특별시 관악구 승방길 14",37.4739074000,126.9810719000
2,5,1,50,400,이화빌라,"서울특별시 관악구 승방3길 36-5",37.4720442000,126.9814188000
2,5,1,50,400,삼방빌라,"서울특별시 관악구 남현2길 31-7",37.4754824000,126.9759834000
2,5,1,50,400,세종하이츠아파트,"서울특별시 관악구 남부순환로260길 77",37.4732802000,126.9726280000
2,5,1,50,400,스카이빌리지,"서울특별시 관악구 남현2길 28-5",37.4760312000,126.9756280000
2,5,1,50,400,리더스빌남현2차,"서울특별시 관악구 승방9길 22",37.4718072000,126.9786386000
2,5,1,50,400,메트로빌,"서울특별시 관악구 남부순환로262길 22",37.4751925000,126.9750164000
2,5,1,50,400,삼성뉴타운빌라,"서울특별시 관악구 승방3나길 38",37.4723141000,126.9791479000
2,5,1,50,400,남현빌딩,"서울특별시 관악구 남현1길 26",37.4757670000,126.9788873000
2,5,1,50,400,낭주레이크빌,"서울특별시 관악구 승방길 95",37.4716459000,126.9778032000
2,5,1,50,400,동송하이클래스아파트,"서울특별시 관악구 남부순환로256길 36",37.4741481000,126.9725338000
2,5,1,50,400,관전아트빌,"서울특별시 관악구 남부순환로256나길 16",37.4729898000,126.9730043000
3,5,1,50,400,금강빌라트나동,"서울특별시 관악구 남부순환로256라길 5",37.4727211000,126.9741686000
3,5,1,50,400,무지개아파트,"서울특별시 서초구 신흥말길 79-1",37.4524314000,127.0825895000
3,5,1,50,400,한울자이빌,"서울특별시 강서구 우장산로 11-1",37.5548231000,126.8385586000
3,5,1,50,400,한성아트빌,"서울특별시 강서구 강서로45라길 55-25",37.5502759000,126.8336800000
3,5,1,50,400,효성빌라,"서울특별시 강서구 공항대로36가길 23-58",37.5541735000,126.8321334000
3,5,1,50,400,현웅빌딩,"서울특별시 강서구 공항대로 282",37.5580718000,126.8386987000
3,5,1,50,400,후암아트빌,"서울특별시 강서구 강서로47길 57",37.5528125000,126.8329287000
3,5,1,50,400,진한연립아파트,"서울특별시 강서구 공항대로36가길 25",37.5531439000,126.8342072000
3,5,1,40,400,천우네오젠아파트,"서울특별시 강서구 우장산로 13",37.5547984000,126.8388845000
3,5,1,40,400,타워힐아파트,"서울특별시 강서구 공항대로42길 51-8",37.5549835000,126.8432978000
3,5,1,40,400,청솔숲속마을아파트,"서울특별시 강서구 강서로46길 60",37.5515417000,126.8400875000
3,5,1,40,400,태창빌라,"서울특별시 강서구 강서로45라길 55-12",37.5504594000,126.8338713000
3,5,1,40,400,필빌리지,"서울특별시 강서구 강서로47길 25-12",37.5521987000,126.8345049000
3,5,1,40,400,우장드림빌,"서울특별시 강서구 강서로47다길 42-7",37.5509499000,126.8335569000
3,5,1,40,400,이너스내안에아파트,"서울특별시 강서구 강서로45길 158",37.5521743000,126.8310429000
3,5,1,40,400,이윤빌딩,"서울특별시 강서구 우장산로2길 36",37.5531088000,126.8371228000
3,5,1,40,400,진광빌라,"서울특별시 강서구 강서로47라길 10-4",37.5525570000,126.8317551000
3,5,1,40,400,정우빌딩,"서울특별시 강서구 강서로 275",37.5502653000,126.8360693000
3,5,0,40,400,약수빌라,"서울특별시 강서구 강서로47나길 25",37.5515131000,126.8350352000
3,5,0,40,400,영창아트빌라,"서울특별시 강서구 강서로47가길 28",37.5513437000,126.8354321000
3,5,0,40,400,영주빌라,"서울특별시 강서구 강서로48길 20-6",37.5523714000,126.8375221000
3,5,0,40,400,선일빌라,"서울특별시 강서구 강서로 279-81",37.5501856000,126.8349051000
3,5,0,40,400,시원아트빌,"서울특별시 강서구 강서로 279-69",37.5496128000,126.8348337000
3,5,0,40,400,아트빌,"서울특별시 강서구 우장산로 5-14",37.5550206000,126.8381591000
3,5,0,40,400,부영쉐르빌,"서울특별시 강서구 강서로47바길 34",37.5518617000,126.8301321000
3,5,0,40,400,상산노블레스빌,"서울특별시 강서구 강서로47길 39",37.5527144000,126.8339654000
3,5,0,40,400,성원빌딩,"서울특별시 강서구 공항대로38길 49",37.5573496000,126.8402851000
3,5,0,40,400,세명그린빌,"서울특별시 강서구 강서로47라길 27",37.5519103000,126.8325232000
3,5,0,40,400,마곡수명산파크6단지아파트,"서울특별시 강서구 수명로2길 63",37.5506525000,126.8258189000
3,5,0,40,400,명주빌하모니,"서울특별시 강서구 강서로45라길 55-20",37.5504830000,126.8334343000
3,5,0,40,400,미림칸타빌,"서울특별시 강서구 강서로45나길 11-16",37.5486011000,126.8346733000
3,5,0,40,400,범진빌라,"서울특별시 강서구 우장산로8길 16",37.5536708000,126.8412011000
3,5,0,40,400,대성유니드아파트,"서울특별시 강서구 강서로45길 104",37.5501897000,126.8321964000
3,5,0,40,400,다솜빌라트,"서울특별시 강서구 공항대로36가길 33",37.5531834000,126.8338029000
3,5,0,40,400,대호빌라,"서울특별시 강서구 강서로45길 164",37.5524016000,126.8307357000
3,5,0,40,400,도화엘리시아,"서울특별시 강서구 강서로45나길 59",37.5506863000,126.8353213000
3,5,0,40,400,덕진빌라,"서울특별시 강서구 강서로47라길 19-5",37.5524327000,126.8324726000
3,5,0,40,400,동원빌라,"서울특별시 강서구 강서로45길 96",37.5495533000,126.8322140000
3,5,0,40,400,LEE.S빌원룸,"서울특별시 강서구 우장산로6길 70",37.5532033000,126.8380146000
3,5,0,40,400,광남아파트,"서울특별시 강서구 강서로45나길 60",37.5506519000,126.8358067000
3,5,0,40,400,길성그랑프리텔아파트,"서울특별시 강서구 강서로46길 79",37.5514287000,126.8386843000
3,5,0,40,400,광희빌딩,"서울특별시 종로구 사직로12길 21",37.5749837000,126.9711493000
3,5,0,40,400,영빌딩,"서울특별시 마포구 서강로 138",37.5541483000,126.9359755000
3,5,0,40,400,종로학원빌딩,"서울특별시 마포구 신촌로 118",37.5553386000,126.9387847000
3,5,0,40,400,노들빌라,"서울특별시 동작구 노량진로14길 29-8",37.5123196000,126.9430189000
3,5,0,40,400,거성팔레스빌,"서울특별시 동작구 장승배기로20길 50-1",37.5095562000,126.9425909000
3,5,0,40,400,더코어빌딩,"서울특별시 동작구 장승배기로26길 13",37.5120053000,126.9411686000
3,5,0,40,400,금성빌라,"서울특별시 동작구 만양로13가길 5",37.5098127000,126.9443954000
3,5,0,40,400,산호빌라,"서울특별시 동작구 만양로13길 23",37.5096613000,126.9448526000
3,5,0,40,400,서림빌라,"서울특별시 동작구 만양로14아길 12",37.5119888000,126.9479873000
3,5,0,40,400,백이빌딩,"서울특별시 동작구 노량진로 116",37.5131579000,126.9388653000
3,5,0,40,400,마이-캐슬,"서울특별시 동작구 노량진로6다길 32",37.5092553000,126.9357592000
3,5,0,40,400,신동아리버파크아파트,"서울특별시 동작구 만양로 19",37.5077974000,126.9447636000
3,5,0,40,400,소농빌딩,"서울특별시 동작구 장승배기로26길 19-5",37.5121192000,126.9419495000
3,5,0,40,400,순만빌딩,"서울특별시 동작구 노량진로 169",37.5140804000,126.9448572000
3,5,0,40,400,지에스빌딩,"서울특별시 동작구 노량진로 192",37.5130688000,126.9472084000
3,5,0,40,400,이티앤빌딩,"서울특별시 동작구 장승배기로16길 25",37.5068675000,126.9413473000
3,5,0,40,400,장승빌라,"서울특별시 동작구 장승배기로19라길 22",37.5074556000,126.9365783000
3,5,0,40,400,정호샤인빌,"서울특별시 동작구 장승배기로17길 32",37.5066137000,126.9381585000
3,5,0,40,400,요한빌라,"서울특별시 동작구 장승배기로13길 54",37.5069748000,126.9374525000
3,5,0,40,400,한양아트빌라,"서울특별시 동작구 노량진로6다길 31",37.5092357000,126.9360495000
3,5,0,40,400,현대하이츠빌라,"서울특별시 동작구 만양로13가길 15",37.5093888000,126.9445510000
3,5,0,40,400,평안빌라,"서울특별시 동작구 장승배기로19길 29-3",37.5079150000,126.9383605000
3,5,0,40,400,한빛빌라,"서울특별시 동작구 장승배기로26길 58",37.5110740000,126.9427381000
3,8,0,40,400,한성빌딩,"서울특별시 동작구 노량진로 188",37.5131802000,126.9467655000
3,8,0,40,400,경인에버빌,"서울특별시 은평구 진흥로12나길 6-1",37.6078360000,126.9259165000
